N,   px,sex, vx,           po,seo, vo,   lomin, lomax, lxmin, lxmax
100,2.5,4.8,24.3,1.052,.186,.95,-1.632,2.309,-4067.48,5.498
200,1.52,2.44,17.6,1.071,.127,.91,-1.632,2.309,-4174.673,5.498
300,1.01,1.63,14.4,1.035,.1,.89,-1.747,2.309,-4174.673,5.498
400,.76,1.22,12.5,1.051,.088,.89,-1.747,2.309,-4357.033,5.498
500,1.29,1.65,18.8,1.086,.082,.93,-2.661,2.34,-4399.165,5.83
600,1.09,1.38,17.2,1.068,.071,.89,-2.661,2.34,-5954.385,5.83
700,.93,1.18,15.9,1.051,.067,.9,-2.661,2.34,-6710.04,5.83
800,.82,1.03,14.9,1.059,.066,.96,-2.661,2.76,-6710.04,5.83
900,.73,.92,14.1,1.055,.061,.93,-2.661,2.76,-6710.04,5.83
1e3,.82,.89,14.3,1.042,.056,.91,-2.661,2.76,-6710.04,5.83
1100,.75,.81,13.6,1.037,.055,.93,-2.661,2.76,-6710.04,5.83
1200,1.08,1,17.7,1.044,.057,1,-2.661,3.122,-6710.04,6.011
1300,1,.92,17,1.038,.054,1,-2.661,3.122,-6710.04,6.011
1400,1.05,.88,16.7,1.044,.054,1.03,-2.661,3.122,-6710.04,6.011
1500,.98,.82,16.1,1.06,.055,1.09,-2.661,3.122,-6710.04,6.011
1600,.93,.77,15.6,1.049,.052,1.07,-2.661,3.122,-6710.04,6.011
1700,.88,.72,15.2,1.056,.051,1.08,-2.661,3.122,-6710.04,6.011
1800,.83,.68,14.7,1.061,.049,1.07,-2.661,3.122,-6710.04,6.011
1900,.79,.65,14.4,1.057,.047,1.05,-2.661,3.122,-6710.04,6.011
2e3,.84,.64,14.6,1.058,.046,1.05,-2.661,3.122,-6710.04,6.011
2100,.8,.61,14.2,1.053,.045,1.04,-2.661,3.122,-6710.04,6.011
2200,.77,.58,13.9,1.055,.044,1.05,-2.661,3.122,-6710.04,6.011
2300,.73,.56,13.6,1.057,.043,1.06,-2.661,3.122,-6710.04,6.011
2400,1.39,1.09,27.4,1.056,.042,1.05,-2.661,3.122,-6710.04,6.8
2500,1.34,1.05,26.8,1.061,.041,1.05,-2.661,3.122,-6710.04,6.8
2600,1.28,1.01,26.3,1.066,.04,1.05,-2.661,3.122,-6710.04,6.8
2700,1.24,.97,25.8,1.069,.04,1.05,-5.667,3.122,-6710.04,6.8
2800,1.19,.94,25.3,1.071,.039,1.05,-5.667,3.122,-6710.04,6.8
2900,1.15,.91,24.9,1.076,.038,1.05,-5.667,3.122,-6710.04,6.8
3e3,1.12,.88,24.5,1.078,.037,1.05,-5.667,3.122,-7370.953,6.8
3100,1.12,.85,24.2,1.078,.037,1.04,-5.667,3.122,-7370.953,6.8
3200,1.08,.82,23.8,1.078,.036,1.03,-5.667,3.122,-7370.953,6.8
3300,1.05,.8,23.4,1.084,.036,1.05,-5.667,3.122,-7370.953,6.8
3400,1.02,.78,23.1,1.092,.037,1.09,-5.667,3.27,-7370.953,6.8
3500,.99,.75,22.7,1.087,.036,1.08,-5.667,3.27,-7370.953,6.8
3600,.96,.73,22.4,1.088,.035,1.08,-5.667,3.27,-7370.953,6.8
3700,.96,.71,22.1,1.09,.035,1.08,-5.667,3.27,-7370.953,6.8
3800,.95,.7,21.9,1.089,.034,1.07,-5.667,3.27,-7370.953,6.8
3900,1.09,.73,23.3,1.088,.033,1.07,-5.667,3.27,-7370.953,6.8
4e3,1.06,.71,23,1.086,.033,1.06,-5.667,3.27,-7370.953,6.8
4100,1.04,.7,22.7,1.089,.032,1.06,-5.667,3.27,-7370.953,6.8
4200,1.01,.68,22.5,1.086,.032,1.05,-5.667,3.27,-7370.953,6.8
4300,1.11,.71,23.6,1.0848,.0314,1.05,-5.667,3.27,-7370.953,6.8
4400,1.09,.69,23.4,1.0897,.0314,1.06,-5.667,3.27,-7370.953,6.8
4500,1.06,.68,23.1,1.0938,.031,1.06,-5.667,3.27,-7370.953,6.8
4600,1.04,.66,22.9,1.0937,.0306,1.06,-5.667,3.27,-7370.953,6.8
4700,1.02,.65,22.6,1.0924,.0302,1.06,-5.667,3.27,-7370.953,6.8
4800,1.04,.64,22.5,1.0922,.0298,1.05,-5.667,3.27,-7370.953,6.8
4900,1.02,.62,22.3,1.09,.0294,1.05,-5.667,3.27,-7370.953,6.8
5e3,1.03,.61,22.2,1.0881,.029,1.05,-5.667,3.27,-7370.953,6.8
5100,1.01,.6,22,1.0866,.0285,1.04,-5.667,3.27,-7756.153,6.8
5200,.99,.59,21.7,1.086,.0282,1.04,-5.667,3.27,-7756.153,6.8
5300,.97,.58,21.5,1.0872,.0281,1.04,-5.667,3.27,-7756.153,6.8
5400,.96,.57,21.3,1.0884,.0278,1.04,-5.667,3.27,-7756.153,6.8
5500,.95,.56,21.2,1.0892,.0276,1.05,-5.667,3.27,-7756.153,6.8
5600,.93,.55,21,1.0901,.0274,1.05,-5.667,3.27,-7756.153,6.8
5700,.91,.54,20.8,1.092,.0274,1.06,-5.667,3.27,-7756.153,6.8
5800,.93,.54,20.8,1.0931,.0272,1.06,-5.667,3.27,-8057.69,6.8
5900,.92,.53,20.6,1.0932,.0269,1.05,-5.667,3.27,-8057.69,6.8
6e3,.9,.52,20.4,1.0914,.0266,1.05,-5.667,3.27,-8057.69,6.8
6100,.89,.51,20.3,1.0891,.0263,1.05,-5.667,3.27,-8057.69,6.8
6200,.88,.5,20.1,1.0881,.026,1.04,-5.667,3.27,-8057.69,6.8
6300,.86,.49,20,1.0877,.0257,1.04,-5.667,3.27,-8057.69,6.8
6400,.97,.54,22.2,1.0886,.0255,1.04,-5.667,3.27,-8057.69,6.8
6500,.96,.54,22,1.0884,.0252,1.04,-5.667,3.27,-8057.69,6.8
6600,.95,.53,21.9,1.0894,.025,1.04,-5.667,3.27,-8057.69,6.8
6700,.93,.52,21.7,1.0902,.0248,1.04,-5.667,3.27,-8057.69,6.8
6800,.92,.51,21.5,1.0892,.0245,1.03,-5.667,3.27,-8057.69,6.8
6900,.91,.5,21.4,1.0904,.0244,1.03,-5.667,3.27,-8057.69,6.8
7e3,.97,.52,22.1,1.0912,.0242,1.03,-5.667,3.27,-8057.69,6.8
7100,1.08,.56,24.3,1.0928,.0242,1.04,-5.667,3.27,-8057.69,6.8
7200,1.06,.56,24.1,1.0931,.024,1.04,-5.667,3.27,-8925.157,6.8
7300,1.05,.55,23.9,1.0956,.0239,1.04,-5.667,3.27,-8925.157,6.8
7400,1.03,.54,23.8,1.0943,.0236,1.04,-5.667,3.27,-8925.157,6.8
7500,1.02,.53,23.6,1.0941,.0235,1.04,-5.667,3.27,-8925.157,6.8
7600,1.02,.53,23.5,1.0921,.0232,1.03,-5.667,3.27,-8925.157,6.8
7700,1.06,.53,23.7,1.092,.023,1.03,-5.667,3.27,-8925.157,6.8
7800,1.04,.52,23.5,1.0926,.0229,1.03,-5.667,3.27,-8925.157,6.8
7900,1.03,.52,23.4,1.0929,.0228,1.03,-5.667,3.27,-8925.157,6.8
8e3,1.02,.51,23.2,1.0939,.0226,1.03,-5.667,3.27,-8925.157,6.8
8100,1.14,.56,25.8,1.0955,.0229,1.05,-5.667,3.313,-8925.157,6.94
8200,1.12,.55,25.6,1.0986,.0233,1.08,-5.667,3.563,-8925.157,6.94
8300,1.11,.55,25.5,1.0998,.0232,1.08,-5.667,3.563,-8925.157,6.94
8400,1.11,.54,25.3,1.0978,.023,1.07,-5.667,3.563,-8925.157,6.94
8500,1.1,.54,25.2,1.0977,.0228,1.07,-5.667,3.563,-8925.157,6.94
8600,1.09,.53,25,1.0972,.0227,1.07,-5.667,3.563,-8925.157,6.94
8700,1.09,.52,25,1.0977,.0225,1.07,-5.667,3.563,-8925.157,6.94
8800,1.08,.52,24.8,1.0964,.0224,1.07,-5.667,3.563,-8925.157,6.94
8900,1.08,.51,24.7,1.0983,.0225,1.08,-5.667,3.563,-8925.157,6.94
9e3,1.07,.51,24.6,1.0998,.0225,1.09,-5.667,3.563,-8925.157,6.94
9100,1.17,.54,26.2,1.1004,.0223,1.09,-5.667,3.563,-8925.157,6.94
9200,1.16,.53,26,1.098,.0221,1.08,-5.667,3.563,-8925.157,6.94
9300,1.15,.53,25.9,1.0981,.0219,1.08,-5.667,3.563,-8925.157,6.94
9400,1.14,.52,25.8,1.0975,.0218,1.08,-5.667,3.563,-8925.157,6.94
9500,1.12,.52,25.6,1.0967,.0216,1.08,-5.667,3.563,-8925.157,6.94
9600,1.12,.51,25.5,1.0993,.0218,1.09,-5.667,3.563,-8925.157,6.94
9700,1.12,.51,25.4,1.0996,.0217,1.09,-5.667,3.563,-8925.157,6.94
9800,1.1,.5,25.3,1.1012,.0217,1.1,-5.667,3.563,-8925.157,6.94
9900,1.09,.5,25.1,1.1019,.0217,1.1,-5.667,3.563,-8925.157,6.94
1e4,1.14,.5,25.5,1.1006,.0215,1.1,-5.667,3.563,-8925.157,6.94
10100,1.12,.5,25.4,1.0995,.0213,1.09,-5.667,3.563,-8925.157,6.94
10200,1.11,.49,25.3,1.1003,.0213,1.1,-5.667,3.563,-8925.157,6.94
10300,1.1,.49,25.1,1.0992,.0212,1.1,-5.667,3.563,-8925.157,6.94
10400,1.09,.48,25,1.0993,.021,1.09,-5.667,3.563,-8925.157,6.94
10500,1.08,.48,24.9,1.0979,.0209,1.09,-5.667,3.563,-8925.157,6.94
10600,1.14,.49,25.8,1.0985,.0207,1.09,-5.667,3.563,-8925.157,6.94
10700,1.13,.49,25.6,1.0988,.0207,1.09,-5.667,3.563,-8925.157,6.94
10800,1.12,.48,25.5,1.0978,.0205,1.09,-5.667,3.563,-8925.157,6.94
10900,1.19,.5,26.8,1.0973,.0204,1.09,-5.667,3.563,-8925.157,6.94
11e3,1.18,.5,26.7,1.0985,.0204,1.09,-5.667,3.563,-8925.157,6.94
11100,1.17,.49,26.6,1.0992,.0203,1.09,-5.667,3.563,-8925.157,6.94
11200,1.16,.49,26.4,1.1,.0202,1.09,-5.667,3.563,-8925.157,6.94
11300,1.15,.49,26.3,1.0999,.0201,1.09,-5.667,3.563,-8925.157,6.94
11400,1.14,.48,26.2,1.1002,.02,1.09,-5.667,3.563,-8925.157,6.94
11500,1.13,.48,26.1,1.0992,.0198,1.09,-5.667,3.563,-8925.157,6.94
11600,1.12,.47,26,1.0993,.0197,1.08,-5.667,3.563,-8925.157,6.94
11700,1.16,.48,26.3,1.0982,.0196,1.08,-5.667,3.563,-8925.157,6.94
11800,1.2,.48,26.9,1.0999,.0196,1.08,-5.667,3.563,-8925.157,6.94
11900,1.22,.48,26.9,1.1001,.0195,1.09,-5.667,3.563,-8925.157,6.94
12e3,1.21,.48,26.8,1.0993,.0194,1.08,-5.667,3.563,-10145.332,6.94
12100,1.2,.48,26.7,1.0989,.0193,1.08,-5.667,3.563,-10145.332,6.94
12200,1.19,.47,26.6,1.0982,.0192,1.08,-5.667,3.563,-10145.332,6.94
12300,1.18,.47,26.5,1.0978,.0191,1.08,-5.667,3.563,-10145.332,6.94
12400,1.17,.46,26.4,1.0972,.019,1.08,-5.667,3.563,-10145.332,6.94
12500,1.16,.46,26.3,1.0959,.0189,1.08,-5.667,3.563,-10145.332,6.94
12600,1.15,.46,26.1,1.0949,.0188,1.07,-5.667,3.563,-10145.332,6.94
12700,1.15,.45,26,1.0977,.0188,1.08,-5.667,3.563,-10145.332,6.94
12800,1.14,.45,25.9,1.0971,.0187,1.08,-5.667,3.563,-10145.332,6.94
12900,1.13,.45,25.8,1.0956,.0186,1.08,-5.667,3.563,-10145.332,6.94
13e3,1.12,.44,25.7,1.0964,.0186,1.08,-5.667,3.563,-10145.332,6.94
13100,1.12,.44,25.7,1.0956,.0185,1.08,-5.667,3.563,-10145.332,6.94
13200,1.12,.44,25.6,1.0958,.0184,1.08,-5.667,3.563,-10145.332,6.94
13300,1.11,.43,25.5,1.0958,.0183,1.08,-5.667,3.563,-10145.332,6.94
13400,1.1,.43,25.4,1.0951,.0183,1.08,-5.667,3.563,-10145.332,6.94
13500,1.09,.43,25.3,1.0966,.0182,1.08,-5.667,3.563,-10145.332,6.94
13600,1.09,.42,25.2,1.0964,.0181,1.08,-5.667,3.563,-10145.332,6.94
13700,1.09,.42,25.1,1.0995,.0182,1.08,-5.667,3.563,-10145.332,6.94
13800,1.09,.42,25.1,1.1012,.0181,1.08,-5.667,3.563,-10145.332,6.94
13900,1.09,.42,25,1.1006,.018,1.08,-5.667,3.563,-10145.332,6.94
14e3,1.14,.43,25.7,1.1009,.0179,1.08,-5.667,3.563,-10145.332,6.94
14100,1.13,.42,25.6,1.1002,.0179,1.08,-5.667,3.563,-10145.332,6.94
14200,1.12,.42,25.5,1.1003,.0178,1.08,-5.667,3.563,-10145.332,6.94
14300,1.14,.42,25.6,1.1013,.0178,1.08,-5.667,3.563,-10145.332,6.94
14400,1.26,.44,27.2,1.1014,.0177,1.08,-5.667,3.563,-10145.332,6.94
14500,1.25,.44,27.1,1.1001,.0176,1.08,-5.667,3.563,-10145.332,6.94
14600,1.26,.44,27.1,1.0989,.0175,1.08,-5.667,3.563,-10145.332,6.94
14700,1.25,.44,27,1.1003,.0176,1.09,-5.667,3.563,-10145.332,6.94
14800,1.24,.43,26.9,1.1009,.0175,1.09,-5.667,3.563,-10145.332,6.94
14900,1.24,.43,26.8,1.1009,.0175,1.09,-5.667,3.563,-10145.332,6.94
15e3,1.23,.43,26.7,1.1011,.0174,1.09,-5.667,3.563,-10145.332,6.94
15100,1.23,.43,26.7,1.1015,.0174,1.09,-5.667,3.563,-10145.332,6.94
15200,1.22,.42,26.6,1.1027,.0173,1.09,-5.667,3.563,-10145.332,6.94
15300,1.22,.42,26.5,1.1028,.0173,1.09,-5.667,3.563,-10145.332,6.94
15400,1.21,.42,26.4,1.105,.0175,1.11,-5.667,3.72,-10145.332,6.94
15500,1.2,.41,26.3,1.1051,.0175,1.11,-5.667,3.72,-10145.332,6.94
15600,1.23,.42,26.5,1.1051,.0175,1.11,-5.667,3.72,-10145.332,6.94
15700,1.22,.41,26.4,1.1052,.0174,1.11,-5.667,3.72,-10145.332,6.94
15800,1.21,.41,26.3,1.1055,.0174,1.11,-5.667,3.72,-10145.332,6.94
15900,1.2,.41,26.2,1.1044,.0173,1.11,-5.667,3.72,-10145.332,6.94
16e3,1.2,.41,26.2,1.1042,.0172,1.11,-5.667,3.72,-10145.332,6.94
16100,1.19,.4,26.1,1.1042,.0171,1.11,-5.667,3.72,-10145.332,6.94
16200,1.2,.4,26,1.1036,.017,1.11,-5.667,3.72,-10145.332,6.94
16300,1.19,.4,26,1.1033,.017,1.11,-5.667,3.72,-10145.332,6.94
16400,1.2,.4,26,1.1032,.0169,1.1,-5.667,3.72,-10145.332,6.94
16500,1.19,.4,25.9,1.1027,.0168,1.1,-5.667,3.72,-10145.332,6.94
16600,1.19,.39,25.9,1.1024,.0168,1.1,-5.667,3.72,-10145.332,6.94
16700,1.18,.39,25.8,1.1024,.0167,1.1,-5.667,3.72,-10145.332,6.94
16800,1.18,.39,25.7,1.1031,.0166,1.1,-5.667,3.72,-10145.332,6.94
16900,1.17,.39,25.6,1.1028,.0166,1.1,-5.667,3.72,-10145.332,6.94
17e3,1.16,.38,25.6,1.1026,.0165,1.1,-5.667,3.72,-10145.332,6.94
17100,1.16,.38,25.5,1.1029,.0165,1.1,-5.667,3.72,-10145.332,6.94
17200,1.21,.4,26.6,1.103,.0164,1.1,-5.667,3.72,-10145.332,6.94
17300,1.2,.4,26.5,1.102,.0163,1.1,-5.667,3.72,-10145.332,6.94
17400,1.2,.39,26.4,1.1014,.0163,1.1,-5.667,3.72,-10145.332,6.94
17500,1.19,.39,26.4,1.1009,.0162,1.09,-5.667,3.72,-10145.332,6.94
17600,1.2,.39,26.4,1.102,.0162,1.1,-5.667,3.72,-10145.332,6.94
17700,1.19,.39,26.3,1.1017,.0161,1.09,-5.667,3.72,-10145.332,6.94
17800,1.23,.39,26.7,1.102,.0161,1.1,-5.667,3.72,-10145.332,6.94
17900,1.22,.39,26.6,1.1019,.016,1.09,-5.667,3.72,-10145.332,6.94
18e3,1.22,.39,26.5,1.1016,.0159,1.09,-5.667,3.72,-10145.332,6.94
18100,1.22,.39,26.4,1.1019,.0159,1.09,-5.667,3.72,-10145.332,6.94
18200,1.21,.38,26.4,1.1014,.0159,1.09,-5.667,3.72,-10145.332,6.94
18300,1.2,.38,26.3,1.1011,.0158,1.09,-5.667,3.72,-10145.332,6.94
18400,1.2,.38,26.2,1.1006,.0158,1.09,-5.667,3.72,-10145.332,6.94
18500,1.19,.38,26.2,1.1003,.0157,1.09,-5.667,3.72,-10145.332,6.94
18600,1.18,.37,26.1,1.1013,.0158,1.1,-5.667,3.72,-10145.332,6.94
18700,1.19,.37,26,1.1013,.0157,1.09,-5.667,3.72,-10145.332,6.94
18800,1.18,.37,26,1.1017,.0157,1.09,-5.667,3.72,-10145.332,6.94
18900,1.17,.37,25.9,1.1011,.0156,1.09,-5.667,3.72,-10145.332,6.94
19e3,1.17,.37,25.8,1.1011,.0155,1.09,-5.667,3.72,-10145.332,6.94
19100,1.16,.37,25.8,1.1016,.0155,1.09,-5.667,3.72,-10145.332,6.94
19200,1.2,.37,26.1,1.1014,.0155,1.09,-5.667,3.72,-10145.332,6.94
19300,1.2,.37,26,1.1004,.0154,1.09,-5.667,3.72,-10145.332,6.94
19400,1.19,.37,26,1.1004,.0154,1.09,-5.667,3.72,-10145.332,6.94
19500,1.21,.37,26.1,1.1012,.0154,1.09,-5.667,3.72,-10145.332,6.94
19600,1.2,.36,26,1.1016,.0153,1.09,-5.667,3.72,-10145.332,6.94
19700,1.2,.36,26,1.1013,.0153,1.09,-5.667,3.72,-10145.332,6.94
19800,1.2,.36,25.9,1.101,.0152,1.09,-5.667,3.72,-10145.332,6.94
19900,1.19,.36,25.8,1.1007,.0152,1.09,-5.667,3.72,-10145.332,6.94
2e4,1.18,.36,25.8,1.0999,.0151,1.09,-5.667,3.72,-10145.332,6.94
20100,1.18,.36,25.7,1.0996,.0151,1.09,-5.667,3.72,-10145.332,6.94
20200,1.21,.36,26.2,1.0989,.015,1.09,-5.667,3.72,-10145.332,6.94
20300,1.24,.36,26.3,1.0984,.015,1.09,-5.667,3.72,-10145.332,6.94
20400,1.23,.36,26.3,1.098,.0149,1.09,-5.667,3.72,-10145.332,6.94
20500,1.22,.36,26.2,1.0978,.0149,1.09,-5.667,3.72,-10145.332,6.94
20600,1.22,.36,26.2,1.0982,.0149,1.09,-5.667,3.72,-10145.332,6.94
20700,1.22,.36,26.1,1.0985,.0148,1.09,-5.667,3.72,-10145.332,6.94
20800,1.21,.35,26,1.0978,.0148,1.09,-5.667,3.72,-10145.332,6.94
20900,1.21,.35,26,1.0976,.0147,1.09,-5.667,3.72,-10145.332,6.94
21e3,1.2,.35,25.9,1.0968,.0147,1.09,-5.667,3.72,-10145.332,6.94
21100,1.23,.35,26.3,1.0971,.0146,1.09,-5.667,3.72,-10145.332,6.94
21200,1.23,.35,26.2,1.0968,.0146,1.08,-5.667,3.72,-10145.332,6.94
21300,1.27,.36,26.8,1.0965,.0146,1.08,-5.667,3.72,-10145.332,6.94
21400,1.26,.36,26.7,1.0968,.0145,1.08,-5.667,3.72,-10145.332,6.94
21500,1.26,.36,26.7,1.0963,.0145,1.08,-5.667,3.72,-10145.332,6.94
21600,1.26,.36,26.6,1.0967,.0145,1.08,-5.667,3.72,-10145.332,6.94
21700,1.3,.36,27.3,1.0963,.0144,1.08,-5.667,3.72,-10145.332,6.94
21800,1.29,.36,27.2,1.0967,.0144,1.09,-5.667,3.72,-10145.332,6.94
21900,1.29,.36,27.2,1.0969,.0144,1.09,-5.667,3.72,-10145.332,6.94
22e3,1.29,.36,27.1,1.0962,.0144,1.09,-5.667,3.72,-10145.332,6.94
22100,1.29,.36,27.1,1.0962,.0143,1.09,-5.667,3.72,-10145.332,6.94
22200,1.29,.36,27.1,1.0958,.0143,1.09,-5.667,3.72,-10145.332,6.94
22300,1.3,.36,27.1,1.0955,.0142,1.08,-5.667,3.72,-10145.332,6.94
22400,1.3,.35,27,1.096,.0142,1.08,-5.667,3.72,-10145.332,6.94
22500,1.29,.35,27,1.0952,.0142,1.08,-5.667,3.72,-10145.332,6.94
22600,1.29,.35,26.9,1.0951,.0141,1.08,-5.667,3.72,-10145.332,6.94
22700,1.29,.35,26.9,1.0962,.0141,1.08,-5.667,3.72,-10145.332,6.94
22800,1.28,.35,26.8,1.0961,.0141,1.08,-5.667,3.72,-10145.332,6.94
22900,1.29,.35,26.8,1.0963,.014,1.08,-5.667,3.72,-10145.332,6.94
23e3,1.3,.35,26.8,1.0966,.014,1.08,-5.667,3.72,-10145.332,6.94
23100,1.3,.35,26.8,1.0966,.014,1.08,-5.667,3.72,-10145.332,6.94
23200,1.29,.34,26.7,1.0965,.0139,1.08,-5.667,3.72,-10145.332,6.94
23300,1.29,.34,26.7,1.0967,.0139,1.08,-5.667,3.72,-10145.332,6.94
23400,1.31,.34,26.9,1.0968,.0139,1.08,-5.667,3.72,-10145.332,6.94
23500,1.3,.34,26.8,1.0964,.0138,1.08,-5.667,3.72,-10145.332,6.94
23600,1.3,.34,26.7,1.0957,.0138,1.08,-5.667,3.72,-10145.332,6.94
23700,1.29,.34,26.7,1.0961,.0138,1.08,-5.667,3.72,-10145.332,6.94
23800,1.3,.34,26.7,1.0954,.0137,1.08,-5.667,3.72,-10145.332,6.94
23900,1.34,.35,27.5,1.0957,.0137,1.08,-5.667,3.72,-10145.332,6.957
24e3,1.33,.35,27.5,1.0962,.0137,1.08,-5.667,3.72,-10145.332,6.957
24100,1.33,.35,27.4,1.096,.0136,1.08,-5.667,3.72,-10145.332,6.957
24200,1.32,.34,27.3,1.0961,.0136,1.08,-5.667,3.72,-10145.332,6.957
24300,1.32,.34,27.3,1.0962,.0136,1.08,-5.667,3.72,-10145.332,6.957
24400,1.31,.34,27.2,1.0959,.0135,1.08,-5.667,3.72,-10145.332,6.957
24500,1.3,.34,27.2,1.0958,.0135,1.08,-5.667,3.72,-10145.332,6.957
24600,1.3,.34,27.1,1.0956,.0134,1.08,-5.667,3.72,-10145.332,6.957
24700,1.29,.34,27.1,1.0955,.0134,1.07,-5.667,3.72,-10145.332,6.957
24800,1.29,.34,27,1.0948,.0134,1.07,-5.667,3.72,-10145.332,6.957
24900,1.29,.33,27,1.0945,.0133,1.07,-5.667,3.72,-10145.332,6.957
25e3,1.28,.33,26.9,1.0948,.0133,1.07,-5.667,3.72,-10145.332,6.957
25100,1.28,.33,26.9,1.0945,.0133,1.07,-5.667,3.72,-10145.332,6.957
25200,1.28,.33,26.8,1.0948,.0133,1.07,-5.667,3.72,-10145.332,6.957
25300,1.27,.33,26.8,1.0952,.0132,1.07,-5.667,3.72,-10145.332,6.957
25400,1.27,.33,26.7,1.0948,.0132,1.07,-5.667,3.72,-10145.332,6.957
25500,1.26,.33,26.7,1.0951,.0132,1.08,-5.667,3.72,-10145.332,6.957
25600,1.26,.33,26.6,1.0951,.0132,1.08,-5.667,3.72,-10145.332,6.957
25700,1.26,.32,26.6,1.0951,.0132,1.08,-5.667,3.72,-10145.332,6.957
25800,1.25,.32,26.5,1.0947,.0131,1.08,-5.667,3.72,-10145.332,6.957
25900,1.25,.32,26.5,1.0939,.0131,1.07,-5.667,3.72,-10145.332,6.957
26e3,1.24,.32,26.4,1.0942,.0131,1.07,-5.667,3.72,-10145.332,6.957
26100,1.24,.32,26.4,1.0949,.0131,1.08,-5.667,3.72,-10145.332,6.957
26200,1.24,.32,26.3,1.0945,.013,1.08,-5.667,3.72,-10145.332,6.957
26300,1.23,.32,26.3,1.094,.013,1.08,-5.667,3.72,-10145.332,6.957
26400,1.228,.316,26.2,1.0942,.013,1.08,-5.667,3.72,-10145.332,6.957
26500,1.25,.32,26.4,1.0947,.0129,1.08,-5.667,3.72,-10145.332,6.957
26600,1.26,.32,26.4,1.0943,.0129,1.07,-5.667,3.72,-10145.332,6.957
26700,1.25,.32,26.4,1.095,.0129,1.07,-5.667,3.72,-10145.332,6.957
26800,1.249,.315,26.3,1.0943,.0128,1.07,-5.667,3.72,-10145.332,6.957
26900,1.244,.314,26.3,1.0937,.0128,1.07,-5.667,3.72,-10145.332,6.957
27e3,1.24,.313,26.2,1.0945,.0128,1.07,-5.667,3.72,-10145.332,6.957
27100,1.235,.312,26.2,1.0949,.0128,1.07,-5.667,3.72,-10145.332,6.957
27200,1.23,.311,26.1,1.0951,.0127,1.07,-5.667,3.72,-10145.332,6.957
27300,1.233,.31,26.1,1.0951,.0127,1.07,-5.667,3.72,-10145.332,6.957
27400,1.228,.309,26.1,1.0947,.0127,1.07,-5.667,3.72,-10145.332,6.957
27500,1.225,.308,26,1.0944,.0127,1.07,-5.667,3.72,-10145.332,6.957
27600,1.22,.307,26,1.095,.0126,1.07,-5.667,3.72,-10145.332,6.957
27700,1.216,.305,25.9,1.0945,.0126,1.07,-5.667,3.72,-10145.332,6.957
27800,1.214,.304,25.9,1.0947,.0126,1.07,-5.667,3.72,-10145.332,6.957
27900,1.21,.303,25.8,1.0952,.0126,1.07,-5.667,3.72,-10145.332,6.957
28e3,1.208,.302,25.8,1.0952,.0125,1.07,-5.667,3.72,-10145.332,6.957
28100,1.214,.302,25.8,1.0948,.0125,1.07,-5.667,3.72,-10145.332,6.957
28200,1.21,.301,25.8,1.0952,.0125,1.07,-5.667,3.72,-10145.332,6.957
28300,1.206,.3,25.7,1.0952,.0125,1.07,-5.667,3.72,-10145.332,6.957
28400,1.206,.299,25.7,1.0954,.0125,1.07,-5.667,3.72,-10145.332,6.957
28500,1.209,.298,25.7,1.0956,.0124,1.07,-5.667,3.72,-10145.332,6.957
28600,1.208,.297,25.6,1.0962,.0124,1.07,-5.667,3.72,-10145.332,6.957
28700,1.212,.297,25.6,1.0958,.0124,1.07,-5.667,3.72,-10145.332,6.957
28800,1.208,.295,25.6,1.0957,.0123,1.07,-5.667,3.72,-10145.332,6.957
28900,1.204,.294,25.5,1.0951,.0123,1.07,-5.667,3.72,-10145.332,6.957
29e3,1.22,.295,25.7,1.0949,.0123,1.07,-5.667,3.72,-10145.332,6.957
29100,1.216,.294,25.6,1.0958,.0124,1.07,-5.667,3.72,-10145.332,6.957
29200,1.213,.293,25.6,1.0964,.0123,1.08,-5.667,3.72,-10145.332,6.957
29300,1.208,.292,25.5,1.0959,.0123,1.07,-5.667,3.72,-10145.332,6.957
29400,1.204,.291,25.5,1.0956,.0123,1.07,-5.667,3.72,-10145.332,6.957
29500,1.2,.29,25.5,1.0958,.0123,1.07,-5.667,3.72,-10145.332,6.957
29600,1.196,.289,25.4,1.0958,.0122,1.07,-5.667,3.72,-10145.332,6.957
29700,1.195,.289,25.4,1.0961,.0122,1.07,-5.667,3.72,-10145.332,6.957
29800,1.191,.288,25.3,1.0955,.0122,1.07,-5.667,3.72,-10145.332,6.957
29900,1.187,.287,25.3,1.0951,.0121,1.07,-5.667,3.72,-10145.332,6.957
3e4,1.183,.286,25.2,1.0952,.0121,1.07,-5.667,3.72,-10145.332,6.957
30100,1.179,.285,25.2,1.095,.0121,1.07,-5.667,3.72,-10145.332,6.957
30200,1.181,.284,25.2,1.0953,.0121,1.07,-5.667,3.72,-10145.332,6.957
30300,1.177,.283,25.1,1.0949,.0121,1.07,-5.667,3.72,-10145.332,6.957
30400,1.173,.282,25.1,1.0948,.012,1.07,-5.667,3.72,-10145.332,6.957
30500,1.17,.281,25.1,1.0944,.012,1.07,-5.667,3.72,-10145.332,6.957
30600,1.166,.28,25,1.0943,.012,1.07,-5.667,3.72,-10145.332,6.957
30700,1.162,.279,25,1.0938,.012,1.07,-5.667,3.72,-10145.332,6.957
30800,1.159,.278,24.9,1.0932,.0119,1.07,-5.667,3.72,-10145.332,6.957
