N,   px,sex, vx,           po,seo, vo,   lomin, lomax, lxmin, lxmax
31300,1.0928,.0253,2.28,1.1053,.0111,1.01,-3.407,3.567,-117.226,2.431
31400,1.0928,.0253,2.29,1.1048,.0111,1.01,-3.407,3.567,-117.226,2.431
31500,1.0931,.0252,2.29,1.105,.0111,1,-3.407,3.567,-117.226,2.431
31600,1.0938,.0252,2.29,1.105,.0111,1.01,-3.407,3.567,-117.226,2.431
31700,1.0937,.0252,2.29,1.1051,.0111,1.01,-3.407,3.567,-117.226,2.431
31800,1.0941,.0251,2.29,1.1047,.011,1,-3.407,3.567,-117.226,2.431
31900,1.0938,.0251,2.29,1.1049,.011,1,-3.407,3.567,-117.226,2.431
32e3,1.0935,.025,2.29,1.1052,.011,1,-3.407,3.567,-117.226,2.431
32100,1.0943,.025,2.29,1.105,.011,1,-3.407,3.567,-117.226,2.431
32200,1.0943,.025,2.28,1.1047,.011,1,-3.407,3.567,-117.226,2.431
32300,1.0942,.0249,2.28,1.1047,.0109,1,-3.407,3.567,-117.226,2.431
32400,1.0933,.0249,2.28,1.1045,.0109,1,-3.407,3.567,-117.226,2.431
32500,1.0937,.0248,2.28,1.1039,.0109,1,-3.407,3.567,-117.226,2.431
32600,1.0939,.0248,2.28,1.1037,.0109,1,-3.407,3.567,-117.226,2.431
32700,1.0943,.0248,2.28,1.1033,.0108,1,-3.407,3.567,-117.226,2.431
32800,1.0941,.0247,2.28,1.1031,.0108,1,-3.407,3.567,-117.226,2.431
32900,1.0936,.0247,2.28,1.1027,.0108,1,-3.407,3.567,-117.226,2.431
33e3,1.0926,.0246,2.28,1.1024,.0108,1,-3.407,3.567,-117.226,2.431
33100,1.0918,.0246,2.28,1.1023,.0108,1,-3.407,3.567,-117.226,2.431
33200,1.0929,.0246,2.28,1.1022,.0108,1,-3.407,3.567,-117.226,2.431
33300,1.0919,.0245,2.28,1.1019,.0107,1,-3.407,3.567,-117.226,2.431
33400,1.0916,.0245,2.28,1.1015,.0107,1,-3.407,3.567,-117.226,2.431
33500,1.0913,.0244,2.28,1.1014,.0107,1,-3.407,3.567,-117.226,2.431
33600,1.0916,.0244,2.28,1.101,.0107,1,-3.407,3.567,-117.226,2.431
33700,1.0914,.0244,2.28,1.1011,.0106,1,-3.407,3.567,-117.226,2.431
33800,1.0916,.0243,2.28,1.1019,.0106,1,-3.407,3.567,-117.226,2.431
33900,1.0908,.0243,2.28,1.1026,.0106,1,-3.407,3.567,-117.226,2.431
34e3,1.0905,.0242,2.28,1.1027,.0106,1,-3.407,3.567,-117.226,2.431
34100,1.0902,.0242,2.28,1.1027,.0106,1,-3.407,3.567,-117.226,2.432
34200,1.0903,.0242,2.28,1.1029,.0106,1,-3.407,3.567,-117.226,2.432
34300,1.0902,.0241,2.28,1.1029,.0106,1,-3.407,3.567,-117.226,2.432
34400,1.0897,.0241,2.28,1.1027,.0106,1,-3.407,3.567,-117.226,2.432
34500,1.0905,.0241,2.28,1.1028,.0105,1,-3.407,3.567,-117.226,2.432
34600,1.0921,.024,2.28,1.1026,.0105,1,-3.407,3.567,-117.226,2.432
34700,1.0927,.024,2.28,1.1029,.0105,1,-3.407,3.567,-117.226,2.432
34800,1.0924,.024,2.28,1.1023,.0105,1,-3.407,3.567,-117.226,2.432
34900,1.0923,.0239,2.28,1.1018,.0105,1,-3.407,3.567,-117.226,2.432
35e3,1.0903,.0239,2.28,1.102,.0105,1,-3.407,3.567,-117.226,2.432
35100,1.0901,.0239,2.28,1.1022,.0105,1,-3.407,3.567,-117.226,2.432
35200,1.0905,.0238,2.28,1.1024,.0104,1,-3.407,3.567,-117.226,2.432
35300,1.0911,.0238,2.28,1.1028,.0104,1,-3.407,3.567,-117.226,2.432
35400,1.0918,.0238,2.28,1.1026,.0104,1,-3.407,3.567,-117.226,2.432
35500,1.0915,.0237,2.28,1.1025,.0104,1,-3.407,3.567,-117.226,2.432
35600,1.0915,.0237,2.28,1.102,.0104,1,-3.407,3.567,-117.226,2.432
35700,1.091,.0237,2.28,1.1023,.0104,1,-3.407,3.567,-117.226,2.432
35800,1.091,.0236,2.28,1.1021,.0104,1,-3.407,3.567,-117.226,2.432
35900,1.0905,.0236,2.28,1.1022,.0103,1,-3.407,3.567,-117.226,2.432
36e3,1.0912,.0235,2.28,1.1029,.0103,1,-3.407,3.567,-117.226,2.432
36100,1.0909,.0235,2.28,1.1028,.0103,1,-3.407,3.567,-117.226,2.432
36200,1.0908,.0235,2.28,1.1025,.0103,1,-3.407,3.567,-117.226,2.432
36300,1.0891,.0234,2.28,1.1026,.0103,1,-3.407,3.567,-117.226,2.432
36400,1.0886,.0234,2.28,1.1023,.0103,1,-3.407,3.567,-117.226,2.432
36500,1.0888,.0234,2.28,1.102,.0103,1,-3.407,3.567,-117.226,2.432
36600,1.0891,.0233,2.28,1.102,.0102,1,-3.407,3.567,-117.226,2.432
36700,1.0884,.0233,2.28,1.1018,.0102,1,-3.407,3.567,-117.226,2.432
36800,1.0887,.0233,2.28,1.1016,.0102,1,-3.407,3.567,-117.226,2.432
36900,1.088,.0232,2.28,1.1017,.0102,1,-3.407,3.567,-117.226,2.432
37e3,1.0887,.0232,2.28,1.1015,.0102,1,-3.407,3.567,-117.226,2.432
37100,1.0901,.0232,2.28,1.1013,.0101,1,-3.407,3.567,-117.226,2.432
37200,1.0892,.0232,2.28,1.1013,.0101,1,-3.407,3.567,-117.226,2.432
37300,1.0887,.0231,2.28,1.1011,.0101,1,-3.407,3.567,-117.226,2.432
37400,1.0878,.0231,2.28,1.1009,.0101,1,-3.407,3.567,-117.226,2.432
37500,1.0885,.0231,2.28,1.101,.0101,1,-3.407,3.567,-117.226,2.432
37600,1.0884,.023,2.28,1.1008,.0101,.99,-3.407,3.567,-117.226,2.432
37700,1.0883,.023,2.28,1.1011,.01,1,-3.407,3.567,-117.226,2.432
37800,1.0883,.023,2.28,1.1016,.01,1,-3.407,3.567,-117.226,2.432
37900,1.0889,.0229,2.28,1.1021,.01,1,-3.407,3.567,-117.226,2.432
38e3,1.0894,.0229,2.28,1.1018,.01,1,-3.407,3.567,-117.226,2.432
38100,1.0896,.0229,2.28,1.1018,.01,1,-3.407,3.567,-117.226,2.432
38200,1.0896,.0228,2.28,1.1022,.01,1,-3.407,3.567,-117.226,2.432
38300,1.0914,.0228,2.28,1.1028,.01,1,-3.407,3.567,-117.226,2.432
38400,1.0921,.0228,2.28,1.1033,.01,1,-3.407,3.567,-117.226,2.432
38500,1.0917,.0228,2.28,1.1034,.01,1,-3.407,3.567,-117.226,2.432
38600,1.0913,.0227,2.28,1.1033,.01,1,-3.407,3.567,-117.226,2.432
38700,1.092,.0227,2.28,1.103,.01,1,-3.407,3.567,-117.226,2.432
38800,1.092,.0227,2.28,1.1034,.01,1,-3.407,3.567,-117.226,2.432
38900,1.0911,.0227,2.28,1.1036,.0099,1,-3.407,3.567,-117.226,2.432
39e3,1.0912,.0226,2.28,1.103,.0099,1,-3.407,3.567,-117.226,2.432
39100,1.0919,.0226,2.28,1.1025,.0099,1,-3.407,3.567,-117.226,2.432
39200,1.0913,.0226,2.28,1.1026,.0099,1,-3.407,3.567,-117.226,2.432
39300,1.0914,.0225,2.28,1.1028,.0099,1,-3.407,3.567,-117.226,2.432
39400,1.0931,.0225,2.28,1.103,.0099,1,-3.407,3.567,-117.226,2.432
39500,1.0929,.0225,2.28,1.1028,.0099,1,-3.407,3.567,-117.226,2.432
39600,1.0935,.0225,2.28,1.103,.0098,1,-3.407,3.567,-117.226,2.432
39700,1.0953,.0225,2.29,1.1034,.0098,1,-3.407,3.567,-117.226,2.432
39800,1.0947,.0225,2.29,1.103,.0098,1,-3.407,3.567,-117.226,2.432
39900,1.0939,.0224,2.28,1.103,.0098,1,-3.407,3.567,-117.226,2.432
4e4,1.0937,.0224,2.28,1.1028,.0098,1,-3.407,3.567,-117.226,2.432
40100,1.0933,.0223,2.28,1.1026,.0098,1,-3.407,3.567,-117.226,2.432
40200,1.0939,.0223,2.28,1.1026,.0098,1,-3.407,3.567,-117.226,2.432
40300,1.0948,.0223,2.29,1.1027,.0097,1,-3.407,3.567,-117.226,2.432
40400,1.0945,.0223,2.28,1.1028,.0097,1,-3.407,3.567,-117.226,2.432
40500,1.0941,.0222,2.28,1.103,.0097,1,-3.407,3.567,-117.226,2.432
40600,1.0939,.0222,2.28,1.104,.0098,1.01,-3.407,3.86,-117.226,2.432
40700,1.0944,.0222,2.29,1.104,.0098,1.01,-3.407,3.86,-117.226,2.432
40800,1.0939,.0222,2.29,1.1038,.0098,1.01,-3.407,3.86,-117.226,2.432
40900,1.0939,.0221,2.29,1.1041,.0098,1.01,-3.407,3.86,-117.226,2.432
41e3,1.0941,.0221,2.29,1.1043,.0098,1.01,-3.407,3.86,-117.226,2.432
41100,1.0933,.0221,2.28,1.1045,.0098,1.01,-3.407,3.86,-117.226,2.432
41200,1.0931,.022,2.28,1.1046,.0098,1.01,-3.407,3.86,-117.226,2.432
41300,1.0932,.022,2.28,1.1047,.0098,1.01,-3.407,3.86,-117.226,2.432
41400,1.0937,.022,2.28,1.1046,.0098,1.01,-3.407,3.86,-117.226,2.432
41500,1.0932,.022,2.28,1.1049,.0098,1.01,-3.407,3.86,-117.226,2.432
41600,1.0932,.0219,2.28,1.1051,.0097,1.01,-3.407,3.86,-117.226,2.432
41700,1.0934,.0219,2.28,1.1052,.0097,1.01,-3.407,3.86,-117.226,2.432
41800,1.094,.0219,2.28,1.1055,.0097,1.01,-3.407,3.86,-117.226,2.432
41900,1.0933,.0219,2.28,1.1058,.0097,1.01,-3.407,3.86,-117.226,2.432
42e3,1.0931,.0218,2.28,1.1056,.0097,1.01,-3.407,3.86,-117.226,2.432
42100,1.0928,.0218,2.28,1.1054,.0097,1.01,-3.407,3.86,-117.226,2.432
42200,1.0935,.0218,2.28,1.1054,.0097,1.01,-3.407,3.86,-117.226,2.432
42300,1.093,.0217,2.28,1.1056,.0097,1.01,-3.407,3.86,-117.226,2.432
42400,1.0923,.0217,2.28,1.1055,.0096,1.01,-3.407,3.86,-117.226,2.432
42500,1.092,.0217,2.28,1.1056,.0096,1.01,-3.407,3.86,-117.226,2.432
42600,1.0929,.0217,2.28,1.1056,.0096,1.01,-3.407,3.86,-117.226,2.432
42700,1.0935,.0217,2.28,1.1055,.0096,1.01,-3.407,3.86,-117.226,2.432
42800,1.0933,.0216,2.28,1.106,.0096,1.01,-3.407,3.86,-117.226,2.432
42900,1.0928,.0216,2.28,1.1057,.0096,1.01,-3.407,3.86,-117.226,2.432
43e3,1.0925,.0216,2.28,1.1062,.0096,1.02,-3.407,3.86,-117.226,2.432
43100,1.0924,.0215,2.28,1.1063,.0096,1.02,-3.407,3.86,-117.226,2.432
43200,1.0914,.0215,2.28,1.1064,.0096,1.02,-3.407,3.86,-117.226,2.432
43300,1.091,.0215,2.28,1.1066,.0096,1.02,-3.407,3.86,-117.226,2.432
43400,1.0914,.0215,2.28,1.1062,.0096,1.02,-3.407,3.86,-117.226,2.432
43500,1.0918,.0214,2.28,1.1064,.0096,1.02,-3.407,3.86,-117.226,2.432
43600,1.0908,.0214,2.28,1.1059,.0095,1.02,-3.407,3.86,-117.226,2.432
43700,1.0908,.0214,2.28,1.106,.0095,1.02,-3.407,3.86,-117.226,2.432
43800,1.0916,.0214,2.28,1.106,.0095,1.02,-3.407,3.86,-117.226,2.432
43900,1.0925,.0214,2.28,1.106,.0095,1.02,-3.407,3.86,-117.226,2.432
44e3,1.0939,.0214,2.29,1.1057,.0095,1.02,-3.407,3.86,-117.226,2.432
44100,1.0941,.0213,2.29,1.1057,.0095,1.02,-3.407,3.86,-117.226,2.432
44200,1.0938,.0213,2.29,1.1055,.0095,1.02,-3.407,3.86,-117.226,2.432
44300,1.0934,.0213,2.29,1.1055,.0095,1.02,-3.407,3.86,-117.226,2.432
44400,1.0929,.0212,2.28,1.1053,.0095,1.02,-3.407,3.86,-117.226,2.432
44500,1.0924,.0212,2.28,1.1053,.0094,1.02,-3.407,3.86,-117.226,2.432
44600,1.0921,.0212,2.28,1.1052,.0094,1.02,-3.407,3.86,-117.226,2.432
44700,1.0926,.0212,2.28,1.1046,.0094,1.02,-3.407,3.86,-117.226,2.432
44800,1.093,.0212,2.28,1.1049,.0094,1.02,-3.407,3.86,-117.226,2.432
44900,1.0938,.0211,2.28,1.1048,.0094,1.02,-3.407,3.86,-117.226,2.432
45e3,1.0929,.0211,2.28,1.1047,.0094,1.02,-3.407,3.86,-117.226,2.432
45100,1.093,.0211,2.28,1.1049,.0094,1.02,-3.407,3.86,-117.226,2.432
45200,1.0935,.0211,2.28,1.1048,.0094,1.02,-3.407,3.86,-117.226,2.432
45300,1.0935,.021,2.28,1.1048,.0094,1.02,-3.407,3.86,-117.226,2.432
45400,1.0925,.021,2.28,1.1045,.0093,1.02,-3.407,3.86,-117.226,2.432
45500,1.0928,.021,2.28,1.1047,.0093,1.02,-3.407,3.86,-117.226,2.432
45600,1.0926,.021,2.28,1.1049,.0093,1.02,-3.407,3.86,-117.226,2.432
45700,1.0927,.0209,2.28,1.1047,.0093,1.02,-3.407,3.86,-117.226,2.432
45800,1.0934,.0209,2.28,1.1048,.0093,1.02,-3.407,3.86,-117.226,2.432
45900,1.0927,.0209,2.28,1.1047,.0093,1.02,-3.407,3.86,-117.226,2.432
46e3,1.0922,.0209,2.28,1.1047,.0093,1.02,-3.407,3.86,-117.226,2.432
46100,1.0922,.0208,2.28,1.1044,.0093,1.02,-3.407,3.86,-117.226,2.432
46200,1.0924,.0208,2.28,1.1043,.0093,1.01,-3.407,3.86,-117.226,2.432
46300,1.0914,.0208,2.28,1.1042,.0092,1.01,-3.407,3.86,-117.226,2.432
46400,1.0918,.0208,2.28,1.1043,.0092,1.02,-3.407,3.86,-117.226,2.432
46500,1.0913,.0207,2.28,1.104,.0092,1.02,-3.407,3.86,-117.226,2.432
46600,1.0923,.0207,2.28,1.1043,.0092,1.02,-3.407,3.86,-117.226,2.432
46700,1.092,.0207,2.28,1.1044,.0092,1.01,-3.407,3.86,-117.226,2.432
46800,1.0914,.0207,2.28,1.1042,.0092,1.01,-3.407,3.86,-117.226,2.432
46900,1.0908,.0206,2.28,1.1041,.0092,1.01,-3.407,3.86,-117.226,2.432
47e3,1.0904,.0206,2.28,1.1038,.0092,1.01,-3.407,3.86,-117.226,2.432
47100,1.0911,.0206,2.28,1.104,.0092,1.01,-3.407,3.86,-117.226,2.432
47200,1.0918,.0206,2.28,1.104,.0091,1.01,-3.407,3.86,-117.226,2.432
47300,1.0922,.0206,2.28,1.1036,.0091,1.01,-3.407,3.86,-117.226,2.432
47400,1.0922,.0205,2.28,1.1035,.0091,1.01,-3.407,3.86,-117.226,2.432
47500,1.0925,.0205,2.28,1.1036,.0091,1.01,-3.407,3.86,-117.226,2.432
47600,1.0921,.0205,2.28,1.1038,.0091,1.01,-3.407,3.86,-117.226,2.432
47700,1.0916,.0205,2.28,1.1039,.0091,1.01,-3.407,3.86,-117.226,2.432
47800,1.0908,.0204,2.28,1.1038,.0091,1.01,-3.407,3.86,-117.226,2.432
47900,1.0915,.0204,2.28,1.1036,.0091,1.01,-3.407,3.86,-117.226,2.432
48e3,1.0923,.0204,2.28,1.1033,.0091,1.01,-3.407,3.86,-117.226,2.432
48100,1.0928,.0204,2.28,1.1031,.009,1.01,-3.407,3.86,-117.226,2.432
48200,1.0924,.0204,2.28,1.1032,.009,1.01,-3.407,3.86,-117.226,2.432
48300,1.0922,.0204,2.28,1.1031,.009,1.01,-3.407,3.86,-117.226,2.432
48400,1.0926,.0203,2.28,1.103,.009,1.01,-3.407,3.86,-117.226,2.432
48500,1.0913,.0203,2.28,1.1027,.009,1.01,-3.407,3.86,-117.226,2.432
48600,1.0909,.0203,2.28,1.1027,.009,1.01,-3.407,3.86,-117.226,2.432
48700,1.092,.0203,2.28,1.1026,.009,1.01,-3.407,3.86,-117.226,2.432
48800,1.0922,.0202,2.28,1.1027,.009,1.01,-3.407,3.86,-117.226,2.432
48900,1.0927,.0202,2.28,1.1027,.009,1.01,-3.407,3.86,-117.226,2.432
49e3,1.0935,.0202,2.28,1.1028,.009,1.01,-3.407,3.86,-117.226,2.432
49100,1.0938,.0202,2.28,1.1028,.0089,1.01,-3.407,3.86,-117.226,2.432
49200,1.0939,.0202,2.28,1.1031,.0089,1.01,-3.407,3.86,-117.226,2.432
49300,1.0938,.0202,2.28,1.1032,.0089,1.01,-3.407,3.86,-117.226,2.432
49400,1.0934,.0201,2.28,1.103,.0089,1.01,-3.407,3.86,-117.226,2.432
49500,1.0928,.0201,2.28,1.1032,.0089,1.01,-3.407,3.86,-117.226,2.432
49600,1.0932,.0201,2.28,1.1031,.0089,1.01,-3.407,3.86,-117.226,2.432
49700,1.0926,.0201,2.28,1.103,.0089,1.01,-3.407,3.86,-117.226,2.432
49800,1.0925,.0201,2.28,1.1031,.0089,1.01,-3.407,3.86,-117.226,2.432
49900,1.0935,.02,2.28,1.1029,.0089,1.01,-3.407,3.86,-117.226,2.432
5e4,1.0929,.02,2.28,1.1034,.0089,1.01,-3.407,3.86,-117.226,2.432
50100,1.0931,.02,2.28,1.1034,.0089,1.01,-3.407,3.86,-117.226,2.432
50200,1.093,.02,2.28,1.1033,.0089,1.01,-3.407,3.86,-117.226,2.432
50300,1.0932,.02,2.28,1.1035,.0088,1.01,-3.407,3.86,-117.226,2.432
50400,1.0925,.0199,2.28,1.1036,.0088,1.01,-3.407,3.86,-117.226,2.432
50500,1.0928,.0199,2.28,1.1035,.0088,1.01,-3.407,3.86,-117.226,2.432
50600,1.093,.0199,2.28,1.1034,.0088,1.01,-3.407,3.86,-117.226,2.432
50700,1.0922,.0199,2.28,1.1035,.0088,1.01,-3.407,3.86,-117.226,2.432
50800,1.0922,.0199,2.28,1.1035,.0088,1.01,-3.407,3.86,-117.226,2.432
50900,1.0915,.0198,2.28,1.1032,.0088,1.01,-3.407,3.86,-117.226,2.432
51e3,1.0918,.0198,2.28,1.1031,.0088,1.01,-3.407,3.86,-117.226,2.432
51100,1.0929,.0198,2.28,1.1031,.0088,1.01,-3.407,3.86,-117.226,2.432
51200,1.0931,.0198,2.28,1.1029,.0088,1.01,-3.407,3.86,-117.226,2.432
51300,1.0928,.0198,2.28,1.1028,.0087,1.01,-3.407,3.86,-117.226,2.432
51400,1.0934,.0198,2.29,1.1025,.0087,1.01,-3.407,3.86,-117.226,2.432
51500,1.0939,.0197,2.29,1.1024,.0087,1.01,-3.407,3.86,-117.226,2.432
51600,1.0943,.0197,2.29,1.1024,.0087,1.01,-3.407,3.86,-117.226,2.432
51700,1.0938,.0197,2.29,1.1023,.0087,1.01,-3.407,3.86,-117.226,2.432
51800,1.0942,.0197,2.29,1.1026,.0087,1.01,-3.407,3.86,-117.226,2.432
51900,1.094,.0197,2.29,1.103,.0087,1.01,-3.407,3.86,-117.226,2.432
52e3,1.0934,.0196,2.29,1.1034,.0087,1.01,-3.407,3.86,-117.226,2.432
52100,1.0928,.0196,2.29,1.1034,.0087,1.01,-3.407,3.86,-117.226,2.432
52200,1.0936,.0196,2.29,1.1032,.0087,1.01,-3.407,3.86,-117.226,2.432
52300,1.0926,.0196,2.29,1.1032,.0087,1.01,-3.407,3.86,-117.226,2.432
52400,1.0936,.0196,2.29,1.103,.0087,1.01,-3.407,3.86,-117.226,2.432
52500,1.0934,.0196,2.29,1.1027,.0086,1.01,-3.407,3.86,-117.226,2.432
52600,1.093,.0195,2.29,1.1027,.0086,1.01,-3.407,3.86,-117.226,2.432
52700,1.0934,.0195,2.29,1.1026,.0086,1.01,-3.407,3.86,-117.226,2.432
52800,1.0933,.0195,2.29,1.1024,.0086,1.01,-3.407,3.86,-117.226,2.432
52900,1.0932,.0195,2.29,1.1024,.0086,1.01,-3.407,3.86,-117.226,2.432
53e3,1.0932,.0195,2.29,1.1022,.0086,1.01,-3.407,3.86,-117.226,2.432
53100,1.0932,.0194,2.29,1.1019,.0086,1.01,-3.407,3.86,-117.226,2.432
53200,1.0928,.0194,2.29,1.1019,.0086,1.01,-3.407,3.86,-117.226,2.432
53300,1.0935,.0194,2.29,1.1022,.0086,1.01,-3.407,3.86,-117.226,2.432
53400,1.0932,.0194,2.29,1.102,.0086,1.01,-3.407,3.86,-117.226,2.432
53500,1.0934,.0194,2.29,1.102,.0086,1.01,-3.407,3.86,-117.226,2.432
53600,1.0924,.0193,2.29,1.1017,.0085,1.01,-3.407,3.86,-117.226,2.432
53700,1.0923,.0193,2.29,1.1016,.0085,1.01,-3.407,3.86,-117.226,2.432
53800,1.092,.0193,2.28,1.1015,.0085,1.01,-3.407,3.86,-117.226,2.432
53900,1.0917,.0193,2.28,1.1015,.0085,1.01,-3.407,3.86,-117.226,2.432
54e3,1.0915,.0193,2.28,1.1016,.0085,1.01,-3.407,3.86,-117.226,2.432
54100,1.0912,.0192,2.28,1.1014,.0085,1.01,-3.407,3.86,-117.226,2.432
54200,1.091,.0192,2.28,1.1012,.0085,1.01,-3.407,3.86,-117.226,2.432
54300,1.091,.0192,2.28,1.1012,.0085,1.01,-3.407,3.86,-117.226,2.432
54400,1.0911,.0192,2.28,1.1011,.0085,1.01,-3.407,3.86,-117.226,2.432
54500,1.0913,.0192,2.28,1.1014,.0085,1.01,-3.407,3.86,-117.226,2.432
54600,1.0916,.0192,2.28,1.1017,.0084,1.01,-3.407,3.86,-117.226,2.432
54700,1.0912,.0191,2.28,1.1018,.0084,1.01,-3.407,3.86,-117.226,2.432
54800,1.0908,.0191,2.28,1.1019,.0084,1.01,-3.407,3.86,-117.226,2.432
54900,1.091,.0191,2.28,1.1025,.0085,1.01,-3.407,3.86,-117.226,2.432
55e3,1.0909,.0191,2.28,1.1027,.0085,1.01,-3.407,3.86,-117.226,2.432
55100,1.0905,.0191,2.28,1.1027,.0084,1.01,-3.407,3.86,-117.226,2.432
55200,1.0901,.0191,2.28,1.1029,.0084,1.01,-3.407,3.86,-117.226,2.432
55300,1.0895,.019,2.28,1.1026,.0084,1.01,-3.407,3.86,-117.226,2.432
55400,1.0894,.019,2.28,1.1026,.0084,1.01,-3.407,3.86,-117.226,2.432
55500,1.0899,.019,2.28,1.1026,.0084,1.01,-3.407,3.86,-117.226,2.432
55600,1.0903,.019,2.28,1.1027,.0084,1.01,-3.407,3.86,-117.226,2.432
55700,1.0898,.019,2.28,1.1025,.0084,1.01,-3.407,3.86,-117.226,2.432
55800,1.0891,.0189,2.28,1.1025,.0084,1.01,-3.407,3.86,-117.226,2.432
55900,1.0891,.0189,2.28,1.1022,.0084,1.01,-3.407,3.86,-117.226,2.432
56e3,1.0888,.0189,2.28,1.102,.0084,1.01,-3.407,3.86,-117.226,2.432
56100,1.0886,.0189,2.28,1.1018,.0084,1.01,-3.407,3.86,-117.226,2.432
56200,1.0893,.0189,2.28,1.102,.0084,1.01,-3.407,3.86,-117.226,2.432
56300,1.0904,.0189,2.28,1.102,.0084,1.01,-3.407,3.86,-117.226,2.432
56400,1.0899,.0188,2.28,1.1019,.0083,1.01,-3.407,3.86,-117.226,2.432
56500,1.0902,.0188,2.28,1.1016,.0083,1.01,-3.407,3.86,-117.226,2.432
56600,1.0903,.0188,2.28,1.1015,.0083,1.01,-3.407,3.86,-117.226,2.432
56700,1.0899,.0188,2.28,1.1014,.0083,1.01,-3.407,3.86,-117.226,2.432
56800,1.0903,.0188,2.28,1.1012,.0083,1.01,-3.407,3.86,-117.226,2.432
56900,1.0908,.0188,2.28,1.1015,.0083,1.01,-3.407,3.86,-117.226,2.432
57e3,1.0906,.0188,2.28,1.1015,.0083,1.01,-3.407,3.86,-117.226,2.432
57100,1.0908,.0187,2.28,1.1013,.0083,1.01,-3.407,3.86,-117.226,2.432
57200,1.0912,.0187,2.28,1.1012,.0083,1.01,-3.407,3.86,-117.226,2.432
57300,1.0911,.0187,2.28,1.1011,.0083,1.01,-3.407,3.86,-117.226,2.432
57400,1.091,.0187,2.28,1.1009,.0082,1.01,-3.407,3.86,-117.226,2.432
57500,1.0905,.0187,2.28,1.1011,.0083,1.01,-3.407,3.86,-117.226,2.432
57600,1.0906,.0187,2.28,1.1012,.0083,1.01,-3.407,3.86,-117.226,2.432
57700,1.09,.0186,2.28,1.1013,.0082,1.01,-3.407,3.86,-117.226,2.432
57800,1.0901,.0186,2.28,1.1012,.0082,1.01,-3.407,3.86,-117.226,2.432
57900,1.0895,.0186,2.28,1.1011,.0082,1.01,-3.407,3.86,-117.226,2.432
58e3,1.0894,.0186,2.28,1.1009,.0082,1.01,-3.407,3.86,-117.226,2.432
58100,1.0895,.0186,2.28,1.1007,.0082,1.01,-3.407,3.86,-117.226,2.432
58200,1.0894,.0185,2.28,1.1009,.0082,1.01,-3.407,3.86,-117.226,2.432
58300,1.0902,.0185,2.28,1.1008,.0082,1.01,-3.407,3.86,-117.226,2.432
58400,1.0905,.0185,2.28,1.1011,.0082,1.01,-3.407,3.86,-117.226,2.432
58500,1.0915,.0185,2.29,1.101,.0082,1.01,-3.407,3.86,-117.226,2.432
58600,1.0915,.0185,2.29,1.1013,.0082,1.01,-3.407,3.86,-117.226,2.432
58700,1.0921,.0185,2.29,1.1011,.0082,1.01,-3.407,3.86,-117.226,2.432
58800,1.0927,.0185,2.29,1.1013,.0082,1.01,-3.407,3.86,-117.226,2.432
58900,1.0926,.0185,2.29,1.1012,.0081,1.01,-3.407,3.86,-117.226,2.432
59e3,1.0928,.0185,2.29,1.1012,.0081,1.01,-3.407,3.86,-117.226,2.432
59100,1.0924,.0184,2.29,1.1016,.0081,1.01,-3.407,3.86,-117.226,2.432
59200,1.0924,.0184,2.29,1.1017,.0081,1.01,-3.407,3.86,-117.226,2.432
59300,1.0918,.0184,2.29,1.1017,.0081,1.01,-3.407,3.86,-117.226,2.432
59400,1.0917,.0184,2.29,1.1015,.0081,1.01,-3.407,3.86,-117.226,2.432
59500,1.0919,.0184,2.29,1.1015,.0081,1.01,-3.407,3.86,-117.226,2.432
59600,1.0923,.0184,2.29,1.1014,.0081,1.01,-3.407,3.86,-117.226,2.432
59700,1.0921,.0183,2.29,1.1016,.0081,1.01,-3.407,3.86,-117.226,2.432
59800,1.092,.0183,2.29,1.102,.0081,1.01,-3.407,3.86,-117.226,2.432
59900,1.0918,.0183,2.29,1.1022,.0081,1.01,-3.407,3.86,-117.226,2.432
6e4,1.092,.0183,2.29,1.1024,.0081,1.01,-3.407,3.86,-117.226,2.432
60100,1.092,.0183,2.29,1.1023,.0081,1.01,-3.407,3.86,-117.226,2.432
60200,1.0923,.0183,2.29,1.1024,.0081,1.01,-3.407,3.86,-117.226,2.432
60300,1.0916,.0182,2.29,1.1024,.0081,1.01,-3.407,3.86,-117.226,2.432
60400,1.0919,.0182,2.29,1.1023,.0081,1.01,-3.407,3.86,-117.226,2.432
60500,1.0925,.0182,2.29,1.1024,.0081,1.01,-3.407,3.86,-117.226,2.432
60600,1.0929,.0182,2.29,1.1028,.008,1.01,-3.407,3.86,-117.226,2.432
60700,1.0927,.0182,2.29,1.1027,.008,1.01,-3.407,3.86,-117.226,2.432
60800,1.0925,.0182,2.29,1.1027,.008,1.01,-3.407,3.86,-117.226,2.432
60900,1.0926,.0182,2.29,1.1025,.008,1.01,-3.407,3.86,-117.226,2.432
61e3,1.0927,.0181,2.29,1.1023,.008,1.01,-3.407,3.86,-117.226,2.432
61100,1.0923,.0181,2.29,1.1023,.008,1.01,-3.407,3.86,-117.226,2.432
61200,1.0921,.0181,2.29,1.1021,.008,1.01,-3.407,3.86,-117.226,2.432
61300,1.0923,.0181,2.29,1.102,.008,1.01,-3.407,3.86,-117.226,2.432
61400,1.0918,.0181,2.29,1.102,.008,1.01,-3.407,3.86,-117.226,2.432
